,Brand Name,RXCUI
1212,Castiva Warming,692727
1213,Arthricare for Women Moisturizing,730021
1214,Arthricare for Women Ultra Strength,730025
1215,Sloan's Liniment,747981
1216,Capzasin-HP,794241
1217,Qutenza,880803
1218,Capzasin Quick Relief,898523
1219,Zostrix,94650
1221,Isopto Carbachol,92996
1222,Miostat,991603
1223,Tegretol,203029
1224,Epitol,203251
1225,Carbatrol,215879
1226,Equetro,583135
1227,Gly-Oxide,1047876
1228,Clearcanal,1245623
1229,Auraphene-B,215480
1230,Debrox,216387
1231,E-R-O,216827
1232,Mollifene,218421
1233,Suavear,2540670
1234,Otix,2588944
1235,Murine Ear,827707
1236,Auro Ear,827728
1237,Tannic-12 S,353007
1238,Allfen CX,672553
1239,Stalevo,1372713
1240,Rytary,1599245
1241,Duopa,1599847
1242,Lodosyn,203437
1243,Dhivy,2586027
1244,Crexont,2690260
1245,Vyalev,2695784
1246,Sinemet,36572
1247,Karbinal,1374771
1248,Ryvent,1869878
1249,Availnex,852900
1250,Paraplatin,152200
1251,Hemabate,50808
1252,Eyes Alive Lubricating,1603462
1253,TheraTears,220262
1254,Kyprolis,1302971
1255,Carbaglu,905391
1256,Vraylar,1667661
1257,Soma,204362
1258,Vanadom,220735
1259,Gliadel,217357
1260,BiCNU,343027
1261,Vetprofen,1006818
1262,Truprofen,1312748
1263,Carprieve,1314769
1264,Rovera,1486666
1265,Quellin,1540206
1266,OstiFen,1746465
1267,Caprieve,1919495
1268,Levafen,1921139
1269,Carprovet,1942501
1270,Flexprofen,2123368
1271,Movodyl,2598438
1272,Carprodyl,2599368
1273,Belprofen,2673183
1274,Rimadyl,631069
1275,Novox,968622
1276,Coreg,216221
1277,Amondys 45,2480101
1278,Cancidas,282383
1279,Optase,636103
1280,Venelex,992579
1281,Inqovi,2384459
1282,Spectracef,304885
1283,Exblifep,2675991
1284,Fetroja,2265707
1285,Suprax,196499
1286,Claforan,203573
1287,Cefotan,2185
1288,Convenia,1591906
1289,Mefoxin,203791
1290,Cefpoderm,2110498
1291,Simplicef,892779
1292,Teflaro,1040009
1294,Fortaz,203421
1295,Tazicef,203422
1296,Excenel,1356512
1297,Spectramast,1363763
1298,Excede,1421019
1299,Naxcel,1421030
1300,Cefenil,2282002
1301,Zevtera,2703562
1302,Zerbaxa,1597616
1304,Celebrex,215927
1305,Elyxyb,2373455
1306,Seglentis,2588479
1307,Unifiber,220665
1308,Libtayo,2058831
1309,Oxervate,2104337
1310,Xcopri,2265696
1311,Anascorp,1119990
1312,Rilexine,1312432
1313,Keflex,203167
1314,Today,896747
1315,Tomorrow,96797
1316,Zykadia,1535463
1317,Brineura,1922454
1318,Cimzia,795082
1319,Wal-Zyr,1086791
1320,Wal Zyr 24 Hour Allergy,1482528
1321,Zerviate,2119477
1322,Quzyttir,2261747
1323,Zyrtec-D,353102
1324,Zyrtec,58930
1325,Aller-Tec,865258
1326,Aller-Tec D,900604
1327,Alleroff,967374
1328,Wal Zyr D,977496
1329,Cetiri-D,978024
1330,Cetrotide,284693
1331,Erbitux,355460
1332,Colgate Total Mouthwash,1251763
1335,DuoCare Clinical,2264790
1336,Crest Mouthwash,753512
1337,Cepacol Antibacterial Mouthwash,806613
1338,Evoxac,261514
1339,Chenodal,877414
1340,Ixchiq,2673243
1341,Biclora,1358160
1342,Ninjacof,1593751
1344,Vanacof AC,1940455
1345,Leukeran,202994
1346,Viceton,1232972
1347,Dallergy Reformulated Nov 2011,1193085
1348,Stahist AD,1236711
1349,Statuss Green Reformulated Jan 2012,1242553
1351,Ahist Antihistamine,1366495
1352,Librax,28697
1353,CHG Teat Dip,1011455
1354,Dairyland Brand Sprayable CHG Teat Dip,1012301
1355,Milkhouse Brand Sprayable CHG Teat Dip,1012305
1356,Avagard,1089997
1357,Malaseb,1116108
1358,E-Z Scrub,1233678
1359,Supreme,1251208
1360,Bactoshield,1291129
1361,Tru-Blu C-Hex 110,1294249
1362,Tru-Blu Chlor Hex-Wash,1294258
1363,Prevantics,1366731
1364,Vital-Chlor,1422060
1365,Vital-Ketodine,1424017
1366,Paroex,1437960
1368,Ketochlor,1482658
1369,Scrub-Stat,1655037
1370,Exidine,1661072
1371,Keto-C,1797507
1372,Nupro Chlorhexidine,1869717
1373,MiconaHex+Triz,2003553
1374,Betasept,215667
1375,Calgon Vesta,215844
1376,Dyna-Hex,216813
1377,Hibistat,217531
1378,PerioChip,219168
1379,Periogard,219169
1380,Peridex,224891
1381,Hibiclens,224892
1382,Mal-A-Ket Wipes,2532522
1383,Otodine,2568124
1384,Stomodine F,2590763
1385,Nolvadent,2611504
1386,Nolvasan,2611514
1387,Soluprep,2629720
1388,Maxiclens,2630834
1389,Oro Clense,545700
1390,ChloraPrep,998279
1391,Bluemax,1249575
1392,Derifil,216471
1393,Nullo,1305877
1394,Clorotekal,1946731
1395,Nesacaine,225031
1396,Iheezo,2613957
1397,Diuril,216677
1398,QSR Antibacterial,1039000
1399,Digiclean E Foam,1039198
1400,VioNex,1044916
1401,Pharmaseb,1092588
1402,Ocusoft,1143673
1403,E-Z Scrub with Ultradex,1245177
1404,Hooflex,1311794
1405,Absorbine Veterinary Liniment,1361213
1406,Micrell,1365684
1407,Purklenz,1537464
1408,Dermakleen,1549614
1409,Perigiene,1549627
1411,Cortane-B,581875
1412,Caricia Care,617443
1413,Zinotic,724485
1414,Zinotic ES,866914
1415,Zodryl DAC,1372725
1416,Zodryl AC,1372746
1417,Tuzistra,1652088
1418,Chlor-Trimeton,202384
1419,Tuxarin,2099281
1420,Aller-Chlor,215124
1421,Ventuss,220776
1423,Tussionex,544165
1424,Poly Hist PD,604665
1425,Wal-finate,692677
1426,Z Tuss AC,995129
1428,Thalitone,203477
1429,Clorpres,216099
1431,Lorzone,1189093
1435,D3 Dots,1098884
1437,Thera-D,1116508
1439,Animi-3 with Vitamin D,1193041
1441,Caltrate Gummy Bites,1244021
1444,Dialyvite Vitamin D3 Max,1303911
1447,Replesta NX,1366144
1449,ReliOn Glucose,1423388
1450,Decara,1435912
1455,Decalcitrol,1788853
1457,Delta D3,216438
1461,Folditam,2569083
1462,Folixate,2671091
1466,D-Vi-Sol,876668
1468,Maximum D3,967916
1471,Questran,202582
1472,Prevalite,219397
1473,Cholbam,1608269
1474,Cidaflex,1013644
1475,Cosamin,1046235
1476,Schiff,1046239
1477,Optiflex-C,1150293
1478,Novipet Joint Support,1236143
1479,Osteo Bi-Flex,1310635
1480,Viscoat,39605
1481,DisCoVisc,638458
1482,Chorulon,1593273
1483,Pregnyl,202637
1484,Novarel,218792
1485,Ovidrel,284818
1486,Multitrace-4,218482
1487,Multitrace-5,218486
1488,Fiber Choice Weight Management,1250713
1489,Zetonna,1242799
1490,Aservo,2377378
1491,Alvesco,356739
1492,Omnaris,683073
1493,Ciclodan,1100054
1494,Loprox,227285
1495,Recarbrio,2184143
1496,Primaxin,227475
1497,Carvykti,2594782
1498,Tagamet,152402
1499,Sensipar,460392
1500,Pombiliti,2667441
1501,Otiprio,1739998
1502,Otovel,1792387
1503,Cipro,203563
1504,Ciloxan,203565
1505,Cipro HC,216063
1506,Ciprodex,404930
1507,Proquin,602786
1508,Cetraxal,848957
1509,Nimbex,136560
1510,Celexa,215928
1511,CerAxon,997606
1512,Picot,1046795
1515,Clenpiq,1991504
1516,Cytra 2,216317
1517,Cytra-3,216318
1518,Cytra-K,216319
1519,Oracit,218911
1520,Phexxi,2385349
1521,E-Z-Gas II,2474334
1522,Phexx,2700381
1523,Renacidin,35351
1524,Mavenclad,2122636
1525,Biaxin,203729
1526,Winlevi,2474345
1533,Dayhist-1,1095722
1534,Wal-Hist 12 HR Relief,1423962
1535,Tavist,42602
1536,Ventipulmin,1298258
1537,Cleviprex,804539
1539,ClindaCure,1085915
1540,Clindacin,1091336
1541,Zydaclin,1432120
1542,Clindamed,1486875
1545,Cleocin,202862
1546,Clinda-Guard,2201478
1547,Xaciato,2587811
1550,Clindagel,352546
1551,Clindamax,404942
1552,Clindesse,496585
1553,Evoclin,544738
1554,Ziana,669774
1555,Cleocin-T,797447
1557,Clintabs,900385
1558,ANTIROBE,94794
1559,Veltin,999924
1560,Ala-Quin,215069
1561,Onfi,1191051
1562,Sympazan,2102708
1563,Temovate,114398
1564,Clodan,1541095
1565,Impoyz,1995456
1566,Tovet,2180341
1567,Impeklo,2462145
1568,Olux,284814
1569,Clobex,404945
1570,Cloderm,216096
1571,Clolar,493622
1572,Clomid,151525
1573,Caniquell,2375708
1574,Calmera,2680119
1575,Anafranil,756
1576,Clomicalm,892743
1577,Klonopin,202585
1578,Kapvay,1013931
1579,Nexiclon,1050312
1580,Catapres,202941
1582,Duraclon,216778
1583,Onyda,2690729
1584,Plavix,174742
1585,Estrumate,1495267
1586,Synchsure,1803010
1587,Estroplan,631029
1588,Tranxene,202966
1589,Bimectin Plus,2121101
1590,Ivomec Plus,855489
1591,Noromectin Plus,901789
1592,Ivermax Plus,966740
1593,Vetrimec Plus,966744
1594,Fungicure Solution,1045617
1595,Aardora Anti-Fungal Maximum Strength,1358725
1596,Alevazol,1543309
1597,Motazol,1606022
1599,Mometamax,1666825
1600,Fungistat,1747485
1601,Lotrimin,202859
1602,Jock-Eze,2467736
1603,Mometavet,2675485
1604,Trimazole,2685224
1605,Cruex Antifungal,856801
1606,Dry Clox,1043216
1607,Versacloz,1369826
1608,Clozaril,216102
1609,Alprolix,1536002
1610,X-Seb T Pearl,1087003
1611,Pazol XS,1114494
1612,Revitaderm Psoriasis,1297940
1613,Denorex Therapeutic Reformulated Mar 2013,1373145
1614,Pharmasal,1484891
1615,Oxipor VHC,166267
1616,MG217 Psoriasis Coal Tar,1721267
1617,Ala Seb T,1942753
1618,Tarsum Reformulated,1997157
1619,Betatar Gel,215668
1620,Cutar,216292
1621,Ionil T,217769
1622,MG 217 Psoriasis,218148
1623,X-Seb T Plus,220957
1624,Medicasp,2610991
1625,Tera Gel,284887
1626,Psoriasin,669595
1627,Scytera,824918
1628,Balnetar,91925
1629,DHS Tar Shampoo,92309
1630,Stribild,1306293
1631,Tybost,1551994
1632,Prezcobix,1600705
1634,Genvoya,1721614
1635,Symtuza,2049672
1636,Cotellic,1722371
1637,Goprelto,1995289
1638,Numbrino,2272604
1639,Spherusol,1666442
1640,Calmol,1113711
1642,Lortuss EX,1147705
1643,M-End Max D,1190581
1646,Zodryl DEC,1372714
1649,Ninjacof XG,1595209
1652,Brontex,215768
1653,Cheracol with Codeine,215989
1656,M-Clear WC,795452
1657,Allfen CDX,798760
1658,Maxiphen CDX,798939
1659,Ambifed-G CD,798975
1660,Ambifed CD,798979
1664,Mar-cof CG,831953
1667,Biotussin,995842
1668,Cheratussin,995869
1669,Zotex C,996581
1670,Mitigare,1550941
1671,Gloperba,2180553
1672,Lodoco,2663983
1673,Colcrys,858068
1674,Welchol,284918
1675,Colestid,151533
1676,Coly Mycin M,216159
1677,Cortisporin-TC,216244
1678,Santyl,219803
1679,Qwo,2475864
1680,Xiaflex,898496
1681,Ecoderm,1087791
1682,Dove DermaSeries Eczema,1440022
1683,Eucerin Eczema Relief,1442719
1684,After-bug,1745094
1685,Sprayzoin,1089770
1686,Vaprisol,616622
1687,Aliqopa,1945082
1688,ParaGard,2267306
1689,Pritox,1373396
1690,D-Thrush,1376384
1691,ThrushTox,1376425
1692,KOPERTOX,1382805
1693,Hemocyte Plus,1087396
1698,Tandem Plus,1314680
1701,Multrys,2568575
1702,Tralement,2693629
1703,Soothe & Cool Powder,1039066
1704,Mexsana,1294099
1705,Acthar,1040019
1706,Cortrophin,2584471
1707,Crenessity,2701392
1708,Eucrisa,1865958
1709,Adakveo,2262426
1710,Xalkori,1148499
1711,Mytesi,1806873
1712,Canalevia,2589077
1713,Nasalcrom,203441
1714,Gastrocrom,217266
1715,Anavip,2101276
1719,Eurax,202842
1720,Crotan,2049599
1721,Piasky,2686628
1723,Nicomide,352801
1729,Fexmid,705009
1730,Amrix,725085
1731,Cylate,216303
1732,Cyclogyl,2984
1733,Cyclomydril,92290
1734,Frindovyx,2703028
1735,Seromycin,204225
1736,Optimmune,1093175
1737,Sandimmune,202816
1738,Neoral,202817
1739,Cequa,2055022
1740,Cyclavance,2470532
1741,Verkazia,2590609
1742,Gengraf,261530
1743,Vevye,2639937
1744,Sporimune,2665975
1745,Modulis,2689922
1746,Restasis,352951
1747,Atopica,539497
1748,Cystaran,1313781
1749,Procysbi,1421468
1750,Cystagon,227215
1751,Cystadrops,2396901
1755,Elcys,2169277
1756,Nouress,2286585
1760,Vyxeos,1942744
1761,Cytogam,216315
1763,Pradaxa,1037046
1764,Tafinlar,1425223
1765,Vizimpro,2058916
1766,Cosmegen,203599
1767,Dalvance,1539244
1768,Ampyra,897022
1769,Synercid,135097
1770,Fragmin,281554
1771,Jivi,2055660
1772,Voydeya,2678958
1773,Advocin,1487199
1774,Revonto,1012462
1775,Ryanodex,1544754
1776,Dantrium,3104
1777,Farxiga,1486972
1778,Xigduo,1592713
1779,Qtern,1925499
1780,Jesduvroq,2628216
1781,Aczone,605173
1782,Dapzura,2591789
1783,Cubicin,404965
1784,Darzalex,1721952
1785,Darzalex Faspro,2375137
1786,Aranesp,337045
1787,Quviviq,2591503
1788,Enablex,397392
1789,Nubeqa,2180331
1792,Prezista,643075
1793,Phyrago,2691832
1794,Sprycel,643170
1795,Zegalogue,2535239
1796,Datroway,2703041
1799,Dacogen,636242
1800,Jadenu,1607785
1801,Exjade,614084
1802,Ferriprox,1190352
1803,Desferal,151607
1804,Defitelio,1746528
1805,Emflaza,1870945
1806,Firmagon,858122
1807,Baxdela,1927668
1808,Elevidys,2641681
1809,Dengvaxia,2197691
1813,Lymphir,2700751
1814,Xgeva,1046399
1815,Prolia,993453
1816,Kybella,1649976
1817,Doxidyl,2170439
1818,Coxiba,2171231
1819,OstiMax,2171238
1820,Rederox,2586572
1821,Deramaxx,656508
1822,Suprane,152394
1823,Norpramin,203771
1824,Iprivask,383613
1825,Clarinex,323342
1826,Clarinex-D,579752
1827,Suprelorin,1311749
1828,SucroMate,1483254
1829,Noctiva,1874125
1830,DDAVP,203658
1831,Nocdurna,2048573
1832,Stimate,405336
1833,Desowen,216501
1834,Desrx,2567326
1835,Tridesilon,258344
1836,Lokara,405178
1837,Verdeso,669747
1838,Topicort,220345
1839,Zycortal,1789685
1840,Percorten V,584593
1841,Khedezla,1435475
1842,Pristiq,711372
1843,Detomequin,2669791
1844,DORMOSEDAN,978554
1845,Sotyktu,2612093
1846,Austedo,1876911
1847,Alyftrek,2701439
1848,Tresaderm,1009389
1849,Dexium,1049383
1850,Maxitrol,134920
1851,Dexasone,203704
1852,Maxidex,203705
1853,Dexycu,2045405
1854,Dextenza,2108016
1855,Poly-Dex,219289
1856,Tobradex,220330
1857,Decadron,227682
1858,Hemady,2286256
1860,Ozurdex,854178
1861,Ala-Hist IR,1041509
1863,Ryclora,2058851
1864,Dexilant,902621
1865,Sileo,1732669
1866,Dexmedesed,2268606
1867,Sedexodine,2532528
1868,Dexased,2535252
1869,Igalmi,2601120
1870,Precedex,262138
1871,Dexmedvet,2665893
1872,Dexdomitor,897074
1873,Azstarys,2562202
1874,Focalin,352654
1877,Ellis Tonic,877478
1878,Eldertonic,92573
1879,Totect,731011
1880,Bion Tears,1088214
1881,Tears Naturale,220187
1882,Tears Naturale Forte,284885
1883,Hyskon,5626
1884,Zenzedi,1425332
1885,Dexedrine,151612
1887,Xelstrym,2624703
1888,ProCentra,847176
1891,Nuedexta,1040055
1893,Mielim Y Mas,1099282
1894,DayQuil Cough,1114038
1895,Scot-tussin Diabetic CF,1422930
1896,Buckley's Cough Suppressant,1536152
1898,Babee Cof,215528
1900,Scot-Tussin DM Cough Chasers,219823
1902,Delsym,3146
1903,Elixsure Cough,405036
1904,Creomulsion,687692
1905,Zicam Cough,702442
1906,Robafen Cough,807855
1907,Valium,202472
1908,Diastat,216586
1909,Valtoco,2272614
1910,Libervant,2682565
1911,Proglycem,202595
1918,Ionosol-B,800634
1919,Isolyte P,800809
1920,Nupercainal,253261
1921,Keveyis,1661794
1922,Ormalvi,2677442
1923,Surpass Anti-Inflammatory,1043480
1924,Flector,135123
1925,Zorvolex,1442117
1926,Voltaren,202976
1927,Cataflam,215916
1928,Licart,2385121
1929,Aleve Arthritis Pain,2550736
1930,Lofena,2584345
1931,Trifena,2669481
1932,Xiclo,2705053
1933,Solaraze,284870
1934,Arthrotec,68373
1935,Zipsor,858343
1936,Cambia,858655
1937,Pennsaid,967941
1938,Bentyl,203018
1940,Tenuate,220215
1941,Korsuva,2569096
1943,Psorcon,219507
1944,Apexicon,404858
1945,Dolobid,202486
1946,Durezol,802597
1947,Digox,1245368
1948,Lanoxin,202988
1949,Digitek,261504
1950,DigiFab,404997
1951,Photofrin,225244
1954,DHE-45,227546
1955,Trudhesa,2569837
1956,Migranal,42643
1957,Quartermaster,1549547
1958,Chromelin,1086813
1959,Matzim,1091620
1960,Tiadylt,1988303
1961,Cardizem,203494
1962,Tiazac,220309
1963,Taztia,405349
1964,Cartia,491095
1965,Dilt,540618
1966,Diltzac,629300
1967,Wal-Dram,1086951
1968,Airmit,1241480
1969,Dramamine,151666
1970,Driminate,216742
1971,TripTone,220486
1972,Gravol,2594763
1973,BAL in Oil,215527
1974,Aloe Vesta Skin Conditioner,1041513
1975,NeutrapHor,1044929
1976,Cool bottoms,1044933
1977,Dynashield,1044962
1978,Baza-Protect,1053155
1979,Baza Cleanse and Protect,1053197
1980,Comfort Shield,1088601
1982,Rash Relief Antifungal,1089118
1983,Rash Relief Clear,1101329
1984,Rash Relief with Zinc Oxide,1101347
1985,A+D Diaper Rash,1117240
1986,Monistat Soothing Care,1117395
1987,Moisturel Therapeutic,1146125
1988,Neutraphorus Rex Skin Protectant,1361688
1989,Normlshield,1364535
1990,New-Skin Scar Fade,1424290
1991,Dove DermaSeries,1440017
1992,Mederma PM,1442976
1993,Mederma Stretch Mark Therapy,1483137
1994,Aloe Vesta Daily Moisturizer,1485216
1995,Vanicream Diaper Rash,1543705
1996,Lantiseptic Nourishing Skin,1745856
1997,Skin-Lube,2597540
1998,TheraSeal Hand Protection,708096
1999,Dermasil,880875
2000,Tecfidera,1373484
2001,Synotic,1366202
2002,Fungizyl,2699328
2003,Rimso-50,93962
2004,Lutalyse,1312472
2005,Prostamate,1426569
2006,Prepidil,152247
2007,Cervidil,215960
2008,Unituxin,1606279
2009,Vasoflex D1,1119548
2011,Wal-Dryl,1053139
2012,Compoz,1085965
2013,Wal-Dryl Childrens,1086764
2014,Wal-Dryl-D,1087034
2015,Wal-Dryl Allergy,1090073
2016,Wal-Som Maximum Strength,1090453
2017,Nytol,1092413
2018,Banophen Cream,1092425
2019,Sleep-Eze,1092744
2020,Unisom Sleep,1093099
2021,Scot-Tussin Allergy,1094448
2023,Rest Simply,1101108
2024,Kids-Eeze Allergy,1111092
2026,Dermamycin,1146880
2027,Zzzquil,1233547
2029,Vetadryl,1310476
2031,Wal-Sleep Z,1363470
2032,ZZZ Sleep,1437301
2033,Wal-Som,1437719
2034,Z-Sleep,1488697
2035,Sominex,152371
2036,Aleve PM,1550958
2038,Wal-Dryl PE,1608060
2039,Somnapure,1609065
2040,The Itch Eraser,1722239
2041,Vanamine,1789741
2042,Dormin,1919068
2043,Benadryl Allergy Plus Congestion,1926216
2044,Benadryl,203457
2045,Banophen,215558
2046,Diphedryl,216654
2047,Diphenhist,216660
2048,Doans PM,216685
2050,Genahist,217286
2051,Calagel Reformulated Jun 2019,2174797
2053,Siladryl,219896
2054,Sleepinal,219956
2055,Pediaclear Cough,2200118
2056,Twilite,220559
2059,Tact,2380356
2060,Simply Sleep,262241
2061,Benadryl Itch Stopping,607032
2062,Benadryl-D Allergy and Sinus,701329
2063,Buckley's Bedtime Formula,702204
2065,Tekral,866224
2066,Motrin PM,895656
2068,Tenivac,1190911
2070,Tdvax,2106330
2079,Vumerity,2261789
2080,Norpace,203631
2081,Antabuse,151358
2082,Docefrez,1101770
2083,Docivyx,2679780
2084,Beizray,2697040
2085,Algal-900,1112814
2087,Ocean Blue Nutritionals Omega-3 1450,884749
2088,Abreva,285039
2091,Pedia-Lax Liquid,1088246
2092,Promolaxin,1099274
2093,Enemeez,1192919
2094,Pet-ema,1193231
2095,Doculase,1302274
2097,Colace w/Sennosides,1872915
2098,Laxacin,2106879
2099,DOK,216344
2100,SENOKOT-S,219866
2101,Surfak Stool Softener,220130
2102,Docusol,226635
2104,Phillips Stool Softener,352892
2105,SenoSol-SS,607363
2106,Kaopectate Stool Softener,669516
2108,Colace,82000
2109,Senexon S,895371
2110,Ferro-Sequels,92702
2111,Trimo San,999622
2112,Valiant Barrier,1094065
2113,Tikosyn,261672
2114,Anzemet,215357
2115,Tivicay,1433874
2117,Juluca,1989501
2118,Dovato,2122521
2119,Equidone,1013691
2120,Kisunla,2687974
2121,Aricept,135446
2122,Namzaric,1602583
2123,Adlarity,2597448
2124,Lantidra,2642266
2125,Valcor,2611787
2126,Dectogard,2629974
2127,Doraject,2645185
2128,Dectomax,73454
2129,Pifeltro,2055761
2130,Delstrigo,2055774
2131,Pulmozyme,74704
2132,Trusopt,152463
2133,Cosopt,216253
2134,Jemperli,2539973
2135,Lutathera,1999683
2136,Dopram,202987
2137,Cardura,196468
2138,Prudoxin,261625
2139,Silenor,966788
2140,Zonalon,9801
2141,Hectorol,261539
2142,Caelyx,2675321
2143,Adriamycin,42512
2144,Doxil,80773
2145,Morgidox,1101052
2146,Acticlate,1543946
2147,Mondoxyne,1666093
2148,Targadox,1806943
2149,Vibramycin,202975
2150,Okebo,2045893
2151,Doryx,216727
2152,Monodox,218432
2153,Periostat,219170
2154,Adoxa,353445
2155,Doxy,544837
2156,Oracea,643822
2157,Alodox,727248
2158,Avidoxy,830602
2159,Diclegis,1375949
2160,Wal-Som (doxylamine),1746506
2161,Bonjesta,1999652
2162,Unisom,220672
2163,Nocto,2257280
2164,Zzzquil Ultra,2548535
2165,Aldex AN,707263
2166,Syndros,1928949
2167,Marinol,224925
2168,Multaq,677229
2169,Northera,1490027
2170,Trulicity,1551296
2171,Irenka,1652064
2172,Drizalma,2200169
2173,Cymbalta,482574
2174,Dupixent,1876402
2175,Xacduro,2665013
2176,Imfinzi,1919508
2177,Avodart,352453
2178,Jalyn,996098
2179,Copiktra,2058515
2180,Sucrets Complete,1038944
2181,Sucrets Sore Throat,2052920
2182,Dyclopro,2199126
2183,Sucrets,494944
2184,Difil G,216602
2185,Kalbitor,884699
2186,Ecoza,1442586
2187,Phospholine Iodide,204232
2188,Soliris,680973
2189,Radicava,1921882
2190,Calcium Disodium Versenate,203786
2191,Savaysa,1599544
2192,Enlon,202389
2194,Sustiva,195084
2195,Symfi,2043459
2196,Atripla,643067
2197,Ryzneuta,2670664
2198,Vyvgart,2587725
2199,Vyvgart Hytrulo,2639953
2200,Jublia,1539758
2201,Rolvedon,2612543
2202,Iwilfin,2673200
2203,Vaniqa,284913
2204,Eloctate,1543089
2207,Orserdu,2628479
2208,Kebilidi,2698773
2209,Iqirvo,2684947
2210,Orilissa,2049853
2211,Revcovi,2059224
2212,Zepatier,1734637
2213,Relpax,353724
2214,Cerdelga,1547226
2215,Skysona,2612554
2216,Vimizim,1490048
2217,Empliciti,1726111
2218,Elrexfio,2644887
2219,Alvaiz,2675188
2220,Promacta,825422
2221,Viberzi,1653787
2224,Gamifant,2104612
2225,Hemlibra,1989800
2226,Profender,891127
2227,Jardiance,1545659
2228,Glyxambi,1602110
2229,Synjardy,1664316
2230,Trijardy,2359280
2231,Complera,1145803
2234,Odefsey,1741734
2235,Descovy,1747692
2238,Emtriva,383858
2239,Truvada,495430
2241,Epaned,1435625
2242,Vaseretic,175128
2243,Vasotec,224921
2244,Idhifa,1940338
2245,Braftovi,2049112
2246,Padcev,2268093
2247,Fuzeon,356743
2249,Lovenox,225036
2250,Enroflox,1373229
2251,Enrosite,1649473
2252,BAYTRIL,204329
2253,Enroquin,2108836
2254,Quellaxcin,2182390
2255,Enromed,2182395
2256,Tenotryl,2604767
2257,Fluroxin,2607026
2258,Enropro,2698556
2259,Enrosite Silver,2704942
2260,Baytril Otic,894769
2261,Ohtuvayre,2687222
2263,Comtan,262112
2264,Baraclude,588846
2265,Rozlytrek,2197868
2266,Xtandi,1307304
2267,Epkinly,2637401
2268,Akovaz,1796726
2269,Bronkaid,215766
2270,Emerphed,2368457
2271,Bronkaid Max,2396444
2272,Rezipres,2560086
2273,Primatene with ephedrine,2591365
2274,Primatene with ephedrine & guaifenesin,2591378
2275,Elestat,402323
2276,Auvi-Q,1305264
2279,Adrenalin,1490053
2281,Symjepi,1989113
2282,Citanest Forte,216066
2283,Primatene Mist Inhaler,219408
2285,Neffy,2693443
2287,Lignospan,544473
2289,Epipen,727341
2290,Xylocaine with Epinephrine,746946
2292,Adrenaclick,891434
2294,Ellence,203766
2295,Inspra,342280
2296,Wainua,2671946
2297,Epogen,203281
2298,Retacrit,2047592
2299,Procrit,227303
2300,Veletri,1009213
2301,Flolan,114221
2302,Eprinex,1006623
2303,Longrange,1305123
2304,Eprizero,1997450
2305,Centragard,2047508
2306,Eprigard,2632732
2307,NexGard Combo,2636812
2308,Cestex,95087
2309,Vyepti,2283050
2310,Xerava,2055912
2311,Balversa,2123132
2312,Aimovig,2045628
2313,Calcidol,795480
2314,Drisdol,92515
2316,Ergomar,203328
2318,Halaven,1045457
2319,Tarceva,337526
2320,Invanz,352721
2321,Segluromet,1992686
2322,Steglatro,1992811
2323,Steglujan,1992827
2325,Ery-Tab,202609
2326,Erygel,202614
2327,EryPed,203253
2328,Emgel,216888
2329,Theramycin,220280
2330,Eyemycin,584531
2331,Emcin Clear,605264
2332,Erythrocin,645943
2333,Erythrocin Stearate,750836
2334,Ery,798130
2335,E.E.S.,863600
2336,Maracyn,890954
2338,Lexapro,352741
2339,Spravato,2119382
2340,Aptiom,1482508
2341,Brevibloc,151448
2342,Vimovo,1372705
2343,Nexium,284799
2344,Minivelle,1356974
2345,Estring,151720
2346,Vagifem,152483
2347,Synovex,1594947
2348,Synovex C,1648170
2349,Revalor,1667339
2350,Yuvafem,1797109
2351,Estrace,202619
2352,Imvexxy,2048903
2353,Compudose,2108853
2354,Bijuva,2108925
2355,Dotti,2110769
2356,Alora,215168
2357,Combipatch,216161
2358,Vivelle,220918
2359,Lyllana,2399887
2360,Myfembree,2556803
2361,Synovex H,2612076
2362,Synovex S,2612082
2363,Delestrogen,319865
2364,Climara,323984
2365,Climara Pro,402099
2366,Estrogel,405052
2367,Femring,405070
2368,Depo-estradiol,48876
2369,Menostar,545273
2370,Elestrin,706464
2371,Divigel,722259
2372,Evamist,728119
2373,Emcyt,3815
2374,Incurin,1299226
2376,Premarin,202896
2377,Estratest,216989
2378,Menest,218309
2379,Covaryx,705916
2380,Ogen,218863
2381,Lunesta,540404
2382,Enbrel,216891
2383,Eticovo,2462514
2384,Parsabiv,1876128
2385,Exondys,1810574
2386,Edecrin,151689
2387,Myambutol,7122
2389,Ethamolin,224898
2390,Jinteli,1090993
2391,Jevantique,1116549
2392,Xulane,1536581
2393,Fyavolv,1736649
2394,Annovera,2055984
2395,EluRyng,2266502
2396,Twirla,2388173
2397,Zafemy,2531280
2398,Haloette,2622917
2399,Enilloring,2644703
2400,Femhrt,403732
2401,NuvaRing,710529
2402,Trecator,835718
2403,Zarontin,202981
2404,Lodine,202998
2405,Amidate,215216
2406,Nexplanon,1111008
2411,Toposar,220347
2412,Etopophos,274342
2413,Hemgenix,2626774
2414,Velsipity,2668052
2415,Intelence,758552
2416,Listerine Antiseptic,1043620
2417,Listerine Ultraclean,2043297
2420,Torpenz,2685197
2421,Afinitor,845509
2422,Zortress,977428
2423,Evkeeza,2478462
2424,Repatha,1665896
2425,Casgevy,2671673
